title,description,price,img
"Splash Shirt","A high-quality cotton t-shirt with a cool logo designed by Jasmine Mishra, one of our executives.",$17.90,"https://raw.githubusercontent.com/ubco-video-game-development-club/ubco-video-game-development-club.github.io/main/assets/img/merch/splash-shirt.jpg"
